Orthogroup	Female-whole-body	Male-whole-body	Major-ampullate-gland	Minor-ampullate-gland	Tubuliform-gland	Flagelliform-gland	Aggregate-gland	Aciniform-Pyriform-gland	Hemolymph	Pedipalp	Leg	Epidermis	Venom-gland	Fat-body	Ovary	Duct	Sac	Tail
OG0000489	1283.156975	2689.654788	4052.148713667	2232.679177	3291.874799333	1300.314441667	1873.354444	1407.201162333	1921.97008433	1237.625563666	1264.432029334	945.420173033	679.9286553000001	495.0088667	375.9677813	684.059999967	734.386666666	1112.483333667
OG0000490	1.273048	1.7773986659999998	2.110436667	2.8654516670000003	4.589941666	4.3104380010000005	4.1632940000000005	1.012795666	18.62030633	1.291722666	2.515009	3.878961666	2.875833667	2.5884176660000002	38.541031	1.613333334	0.806666668	1.08
OG0000491	10.631988	9.933576333	12.514776333999999	10.794528333999999	27.827642336999997	15.960340332999998	6.591790001000001	17.104288	16.69894333	18.413601	12.586347667	11.790569667	10.170776666	6.174108333000001	23.27965867	16.91	5.573333334	5.806666666
OG0000493	10.388241	51.544038003	52.454690667	247.19237733300002	21.174705336	24.257691663000003	20.77362167	10.807453334	23.941668337	11.783739999	10.698785667	19.942853671	38.150267333	24.31645967	22.259608002999997	134.56	29.836666667	9.626666666
OG0000494	555.796844968	132.60420266999998	113.32753466700001	691.126326667	16.555908663	13.869575666	1100.368283667	242.333145303	2416.815542334	1227.0765850359999	742.237865271	1210.9411859670001	146.51776066600002	88.09182900299999	3.252753668	28.636666667	60.343333326	7.903333332
OG0000495	5695.195879	2757.128356	2428.466856	3017.289756	2781.88453	5359.359907	1500.05930633	11320.278108333001	1790.4330229999998	5003.240026330001	5199.033632663	5838.8155863	1887.929769667	8859.975942000001	930.85118897	2088.80333333	2072.87666633	1642.646666663
OG0000496	38.386817	230.1154253	250.786376967	46.152743662999995	103.904447634	116.573423667	110.11675333299999	36.21349333	22.82785733	43.024784997000005	36.56760933	39.063820667	21.710455	12.04377567	80.556825997	24.480000003	50.653333333	29.36666667
OG0000497	53.072943997	109.11784034	83.080669663	60.40620867	92.31081300299999	50.831506329999996	56.87057867	49.805805672999995	95.123834999	52.327387337000005	59.515901674000006	53.764029673	43.142556997	22.906446998	49.618981999999995	51.503333337	49.496666667	27.429999996999996
OG0000498	116.11008600299999	50.96016800699999	61.511340340000004	110.20779733999998	43.871075997	50.872585997	33.550307001	72.44542434	287.62287333	125.50619199399999	103.251791	74.642372663	33.677571329	54.455186337	67.35251000800001	37.716666664	24.06666667	21.780000000999998
OG0000499	1.364775667	92.623179	110.5355797	90.09820933	35.41526633	0.717726667	91.23855333	22.17102367	17.429242	2.833885	1.416465333	0.541131333	0.079279	9.826011333	7.990120667	86.04666667	41.08	52.99
OG0000500	3.690003333	33.74679567	19.060831332	13.373960667999999	13.917923333000001	7.052476334	3.131869001	9.109272999999998	0.356039333	5.063269668	3.5825696669999996	2.902169999	16.613968000999996	2.310027333	5.514774335	122.17999997	14.30666667	0.873333334
OG0000501	0.384636	0.164348333	0.012588667	0.029314667	0.030869333	0.43799433400000004	0.278758	0.5163723330000001	0.203256667	0.283655333	0.718469	0.243658333	0.20933299999999996	1.200248666	0.7087873339999999	3.2600000000000002	1.33	0.833333333
OG0000502	2.360554	12.946721995999999	5.868396667	37.332346337000004	32.01105267	141.270080704	7.063910667	1034.351091334	6.514871	1.8207313330000001	1.8197256670000002	23.908235	5.465134999	413.961470299	16.131743663	8.770000001	7.04	2.023333333
OG0000503	136.92727266999998	65.38137466	91.778761	84.359984	107.02642333	88.04980267	75.36398067	83.16419332999999	302.14004	137.15003033	124.65826466000001	117.01091934	83.36418934	35.65835866	32.93429433	50.736666662999994	28.876666663	18.28333333
OG0000504	11.607709666000002	8.753520999	9.873283	8.884582	12.477152666999999	9.134082333999999	7.5921263329999995	8.624220667	16.988297000000003	11.012741667	8.932113334	5.187854333	6.848265	2.961887666	37.655978671	4.386666667	1.766666666	1.846666667
OG0000505	0.181779667	0.265349667	0.122342	0.026464333	0.249520333	0.565157334	0.6275900000000001	13.724138332999999	0.086950333	0.201783333	0.5620036660000001	6.019756333	1.190786	20.64576033	0.195418334	0.156666666	0.22	0.16
OG0000506	0.371074333	0.164930333	0.196016333	1.059024	0.389438333	0.191677667	0.344366667	0.345844	0.221015	0.328117667	0.276512	0.243052333	0.111115	0.901793	0.117506	2.7	5.25	8.966666667
OG0000507	5.856184	20.425504999999998	35.268449997	0.503552333	60.105451663000004	9.013748	5.992240667	97.06151734000001	1.185488667	1.904920667	5.009063332999999	31.23673933	0.191336	582.2035583	16.872947	1.643333333	5.11	0.446666667
OG0000508	14.920759997000001	23.334733663	27.389139003	41.535855996	27.15973733	33.204585337	18.481160004	14.178324003	30.009167337	12.314541663	17.490907336	11.918409002999999	85.23009933	9.818452667	14.350456	5.543333333	3.2133333339999997	2.003333333
OG0000509	2.671548333	2.353361	2.237879333	1.908629	2.549377333	1.620201667	2.148014333	2.347178667	3.638703	2.450114	2.531277	1.795043333	0.857807	1.045645667	1.837604	0.126666667	0.0	0.11
OG0000510	231.73552096999998	205.88265637	100.995285	78.33551033699999	48.798426663	45.326209332999994	15.490072333	119.03878832999999	82.59961166299999	193.32240833	226.96229367	339.81963329999996	9.362490000000001	8.019177	26.589222669999998	32.12333333	15.45333333	2.183333333
OG0000511	87.22386732999999	41.270447667	39.44875133	35.958757	18.938462002999998	31.15855867	8.877714667	61.786169	296.934198633	98.42592432999999	103.92812467	18.338556	21.566059	9.166079333	15.477446997	59.21333333	12.736666666	5.37
OG0000513	21.742777333	16.514977333	21.028099334	23.594062	32.15119266	24.058083330000002	11.350529333	18.96406	33.314548336	30.6851	26.000601337	15.051976332999999	28.80391133	9.80815	14.549123998999999	45.53	18.360000003	12.546666667
OG0000514	17.775363333	15.68665	21.982825000000002	10.806406667000001	22.62210733	21.796809334000002	15.722912	12.418861332999999	38.450247997000005	15.974822	13.940605667	6.624098	8.894123666999999	8.938301	7.351591333	12.076666666	6.543333334	6.016666666
OG0000515	27.783618667	18.896622667	16.043619	18.178393	28.35939933	30.424172	15.022641667000002	21.293217333	27.459685	24.497220333	21.455887663000002	19.717764003	10.852249	3.816080667	14.658405333000001	18.313333333000003	8.743333333	5.346666666
OG0000516	3.330477	9.404235	12.788738001	1.131934333	0.637156667	0.278181333	0.206647	8.504775666	0.666579	1.8028806659999999	2.061246667	3.288106666	0.177576333	2.791042333	7.940381667	2.903333333	8.673333333	0.13
OG0000517	18.865004662999997	14.232527000000001	2.886974333	8.016023	4.829126667	17.960212333	4.468128333	1220.51221557	0.318622334	37.176656	16.444493003999998	8.559844	1.485964667	128.4548213	4.205734	61.013333333999995	30.106666666	17.876666667
OG0000518	22.457285671	228.944677734	211.091022363	187.12968569999998	63.909958333	118.053609033	43.422862335999994	39.79212466600001	17.766925336	40.335678333	27.273025663000002	99.41190999300001	60.107221996	135.912503663	13.895073667000002	27.929999992999996	21.21666667	3.083333332
OG0000519	1.954637	3.3821083339999998	182.93297733	83.170668333	675.08953893	19615.188721	418.99486263	3.6851986670000003	0.0	39.28500933	1.034609	59.918576663	0.052271	12.670815000000001	1.024259667	145.36333334	705.5966667	1476.8299999
OG0000520	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002557333	0.095326667	0.0	0.0	0.0	0.001333667	0.084083667	0.0	127.21000000000001	42.080000002999995	4.413333333
OG0000521	41.002794337	17.932663335999997	14.163635333	20.099929	16.748036665999997	17.930749333	15.465183333	23.281006331999997	245.62258500000002	38.26182233	37.289907004	19.739342	13.462891333000002	4.774244668000001	35.694710664	20.47666667	6.566666667	3.593333333
OG0000522	6487.022135	3.750618667	21.79611233	1.025923	1.466348	1.221841667	0.486333333	6071.120768	1.312239	4988.924316	5820.868041	48.673141	730.111735	0.013095	0.041723667	361.9933333	12.75666667	4.346666667
OG0000523	34.481476	30.471047669999997	24.365841997	31.323164663	21.902817999999996	18.122014333	19.112482003	24.235989	54.175714330000005	29.79388333	33.95975967	15.851704337	16.394926663	4.052356	44.815495663	13.716666663	9.91	4.8100000000000005
OG0000524	38.551322333	51.004961333	114.09440433599998	65.65762133	138.79359200000002	27.597398003	39.895767	37.451628337	165.87023866599998	42.123811664	35.418498338	56.28068733400001	16.443371333	1.8686163329999999	45.526537006	14.599999996000001	9.116666666	7.006666665999999
OG0000525	0.27387033299999997	24.135836663	41.51965067	291.8152143	3.217361333	44.960488333	44.310784670000004	741.20963733	5.378996667	3.225661	1.258899	410.28470799999997	328.1121027	8767.123291	5.577716000000001	14.523333337	32.006666663	11.08333333
